          0.01495127          0.01495127
          0.00018516          0.01513643
          0.00009162          0.01522805
          0.00085121          0.01607926
          0.00010040          0.01617967
          0.00030649          0.01648616
          0.00005688          0.01654304
          0.00032115          0.01686419
          0.00025147          0.01711566
          0.00011549          0.01723114
          0.00017538          0.01740653
          0.00026766          0.01767419
          0.00036132          0.01803551
          0.00031002          0.01834553
          0.00002273          0.01836826
          0.00053399          0.01890225
          0.00030735          0.01920960
          0.00025489          0.01946449
          0.00015645          0.01962095
          0.00010316          0.01972410
          0.00035317          0.02007728
          0.00017799          0.02025526
          0.00025470          0.02050997
          0.00000022          0.02051019
          0.00001928          0.02052947
          0.00012583          0.02065530
          0.00001274          0.02066804
          0.00009358          0.02076161
          0.00004683          0.02080844
          0.00009824          0.02090668
          0.00044224          0.02134893
          0.00020091          0.02154984
          0.00106441          0.02261425
          0.00031469          0.02292893
          0.00000869          0.02293762
          0.00052347          0.02346109
          0.00019389          0.02365498
          0.00019457          0.02384955
          0.00009687          0.02394642
          0.00034313          0.02428955
          0.00007567          0.02436522
          0.00017010          0.02453532
          0.00034195          0.02487728
          0.00012089          0.02499816
          0.00080764          0.02580580
          0.00005497          0.02586077
          0.00008657          0.02594733
          0.00035199          0.02629933
          0.00026462          0.02656394
          0.00005597          0.02661992
          0.00053000          0.02714991
          0.00034784          0.02749775
          0.00019714          0.02769489
          0.00044679          0.02814169
          0.00004914          0.02819082
          0.00025829          0.02844911
          0.00025001          0.02869913
          0.00022647          0.02892560
          0.00026439          0.02918999
          0.00000880          0.02919879
          0.00008632          0.02928510
          0.00013310          0.02941821
          0.00008707          0.02950528
          0.00022820          0.02973348
          0.00042381          0.03015730
          0.00001349          0.03017079
          0.00013704          0.03030783
          0.00030926          0.03061709
          0.00030622          0.03092330
          0.00014541          0.03106871
          0.00008576          0.03115447
          0.00019036          0.03134484
          0.00035474          0.03169958
          0.00000599          0.03170557
          0.00018900          0.03189456
          0.00001249          0.03190706
          0.00003846          0.03194552
          0.00011882          0.03206434
          0.00006801          0.03213235
          0.00012231          0.03225466
